"customer_city","customer_state","customer_count","total_revenue","avg_revenue_per_customer"
ponte serrada,SC,3,483.78,161.2600000000000000
serrita,PE,2,483.72,241.8600000000000000
balneario barra do sul,SC,4,482.62,120.6550000000000000
brauna,SP,5,482.35,96.4700000000000000
rodeiro,MG,3,482.21,160.7366666666666667
elias fausto,SP,5,481.48,96.2960000000000000
rio real,BA,3,480.60,160.2000000000000000
tumiritinga,MG,1,480.31,480.3100000000000000
glicerio,RJ,2,480.25,240.1250000000000000
sertania,PE,4,479.92,119.9800000000000000
joao ramalho,SP,3,479.57,159.8566666666666667
massaranduba,SC,3,479.34,159.7800000000000000
tombos,MG,5,479.11,95.8220000000000000
itambe,BA,3,478.76,159.5866666666666667
aquiraz,CE,2,478.65,239.3250000000000000
santa isabel do ivai,PR,3,478.60,159.5333333333333333
jucurucu,BA,2,478.31,239.1550000000000000
ituacu,BA,3,478.07,159.3566666666666667
mendes pimentel,MG,5,477.73,95.5460000000000000
abre campo,MG,6,477.53,79.5883333333333333
forquilha,CE,4,477.45,119.3625000000000000
munhoz,MG,4,477.12,119.2800000000000000
santo antonio do amparo,MG,4,477.03,119.2575000000000000
nova alvorada do sul,MS,3,476.88,158.9600000000000000
pedro canario,ES,5,476.55,95.3100000000000000
sao joao,PE,1,476.52,476.5200000000000000
sitio novo do tocantins,TO,2,476.27,238.1350000000000000
santa cruz da conceicao,SP,4,476.27,119.0675000000000000
jacui,MG,4,475.87,118.9675000000000000
paulo jacinto,AL,2,475.58,237.7900000000000000
ladario,MS,5,475.57,95.1140000000000000
panorama,SP,5,474.64,94.9280000000000000
silveiras,SP,3,474.25,158.0833333333333333
martinho campos,MG,2,473.70,236.8500000000000000
alto jequitiba,MG,4,473.63,118.4075000000000000
jardim,CE,2,473.44,236.7200000000000000
sao miguel do gostoso,RN,2,473.04,236.5200000000000000
clementina,SP,4,472.98,118.2450000000000000
candido sales,BA,3,472.52,157.5066666666666667
barra de santa rosa,PB,2,472.32,236.1600000000000000
nova brasilandia d'oeste,RO,2,472.14,236.0700000000000000
joviania,GO,5,472.11,94.4220000000000000
imaculada,PB,3,471.91,157.3033333333333333
nova bassano,RS,4,471.77,117.9425000000000000
nova veneza,SC,3,470.90,156.9666666666666667
juruaia,MG,6,470.59,78.4316666666666667
riolandia,SP,3,470.31,156.7700000000000000
almino afonso,RN,1,470.01,470.0100000000000000
tupancireta,RS,4,469.51,117.3775000000000000
pinhao,SE,1,469.47,469.4700000000000000
mata grande,AL,2,469.35,234.6750000000000000
luminarias,MG,3,468.68,156.2266666666666667
piedade do rio grande,MG,3,466.90,155.6333333333333333
caravelas,BA,3,466.78,155.5933333333333333
nova palma,RS,2,466.62,233.3100000000000000
bandeira do sul,MG,2,466.29,233.1450000000000000
centenario do sul,PR,4,465.35,116.3375000000000000
boa vista do cadeado,RS,1,464.98,464.9800000000000000
alcantara,MA,1,464.86,464.8600000000000000
rodelas,BA,3,464.75,154.9166666666666667
junqueiro,AL,2,464.41,232.2050000000000000
guaraniacu,PR,5,463.62,92.7240000000000000
agua doce do norte,ES,4,463.52,115.8800000000000000
monte verde,MG,3,463.45,154.4833333333333333
governador celso ramos,SC,3,463.36,154.4533333333333333
anadia,AL,2,462.60,231.3000000000000000
arneiroz,CE,2,462.53,231.2650000000000000
vila flores,RS,3,462.50,154.1666666666666667
passira,PE,1,461.72,461.7200000000000000
jesuania,MG,5,461.09,92.2180000000000000
capinzal do norte,MA,2,460.60,230.3000000000000000
santa luzia,PB,5,460.49,92.0980000000000000
ibiam,SC,4,460.34,115.0850000000000000
itau de minas,MG,5,460.03,92.0060000000000000
lagoa real,BA,1,459.92,459.9200000000000000
itapemirim,ES,4,459.34,114.8350000000000000
sao paulo das missoes,RS,2,459.26,229.6300000000000000
humaita,AM,4,458.40,114.6000000000000000
mondai,SC,2,458.31,229.1550000000000000
arroio grande,RS,3,457.84,152.6133333333333333
japira,PR,3,457.63,152.5433333333333333
colombia,SP,5,457.24,91.4480000000000000
nossa senhora do o,PE,2,457.19,228.5950000000000000
sooretama,ES,5,456.35,91.2700000000000000
carambei,PR,3,456.25,152.0833333333333333
arandu,SP,4,455.65,113.9125000000000000
lontras,SC,3,455.59,151.8633333333333333
pitimbu,PB,1,455.11,455.1100000000000000
goianinha,RN,3,454.71,151.5700000000000000
taguatinga,TO,3,454.45,151.4833333333333333
santa lucia,SP,3,454.26,151.4200000000000000
ipaporanga,CE,2,453.81,226.9050000000000000
milagres,CE,2,452.89,226.4450000000000000
alto parana,PR,2,451.84,225.9200000000000000
sao pedro da uniao,MG,3,451.64,150.5466666666666667
aurea,RS,2,451.50,225.7500000000000000
carinhanha,BA,2,451.50,225.7500000000000000
balneario arroio do silva,SC,4,450.67,112.6675000000000000
altinho,PE,2,449.82,224.9100000000000000
indiara,GO,4,449.47,112.3675000000000000
sao joao do paraiso,MG,4,449.43,112.3575000000000000
redentora,RS,3,449.34,149.7800000000000000
sao martinho,RS,1,448.32,448.3200000000000000
afranio,PE,2,448.04,224.0200000000000000
sud mennucci,SP,5,448.01,89.6020000000000000
tanque novo,BA,3,447.39,149.1300000000000000
ribeirao do pinhal,PR,5,447.33,89.4660000000000000
cruzilia,MG,4,447.26,111.8150000000000000
jacinto machado,SC,4,447.17,111.7925000000000000
xapuri,AC,2,445.89,222.9450000000000000
manga,MG,3,445.79,148.5966666666666667
werneck,RJ,2,445.61,222.8050000000000000
iguatama,MG,4,445.56,111.3900000000000000
porto alegre do norte,MT,1,445.32,445.3200000000000000
aurora,CE,3,444.70,148.2333333333333333
rio claro,RJ,3,444.48,148.1600000000000000
balneario rincao,SC,3,444.30,148.1000000000000000
confins,MG,1,444.25,444.2500000000000000
cambuquira,MG,5,444.24,88.8480000000000000
bacuri,MA,3,444.21,148.0700000000000000
serra dos aimores,MG,5,443.08,88.6160000000000000
adolfo,SP,5,441.59,88.3180000000000000
reserva do cabacal,MT,2,440.88,220.4400000000000000
sao simao,GO,4,440.52,110.1300000000000000
piedade dos gerais,MG,3,440.16,146.7200000000000000
pedro ii,PI,2,440.15,220.0750000000000000
augusto correa,PA,3,440.00,146.6666666666666667
antonio cardoso,BA,2,439.92,219.9600000000000000
candido de abreu,PR,4,439.92,109.9800000000000000
santanesia,RJ,4,439.58,109.8950000000000000
planalto,PR,4,439.03,109.7575000000000000
dom pedro,MA,3,438.68,146.2266666666666667
satuba,AL,2,438.32,219.1600000000000000
tuparetama,PE,3,437.69,145.8966666666666667
tucunduva,RS,3,437.36,145.7866666666666667
sao joao batista do gloria,MG,3,436.83,145.6100000000000000
narandiba,SP,2,436.66,218.3300000000000000
sao roque do canaa,ES,5,436.01,87.2020000000000000
quintana,SP,4,435.85,108.9625000000000000
francisco badaro,MG,3,435.81,145.2700000000000000
rio maria,PA,3,435.57,145.1900000000000000
natividade,TO,1,435.27,435.2700000000000000
bonito,BA,2,435.25,217.6250000000000000
tres fronteiras,SP,5,434.82,86.9640000000000000
itinga,MG,3,434.67,144.8900000000000000
ribeirao,PE,4,434.53,108.6325000000000000
conceicao do tocantins,TO,3,433.97,144.6566666666666667
rio do oeste,SC,3,433.84,144.6133333333333333
moreira sales,PR,3,433.48,144.4933333333333333
rio casca,MG,5,433.47,86.6940000000000000
sales,SP,5,433.12,86.6240000000000000
erval grande,RS,2,432.74,216.3700000000000000
maripa,PR,3,432.73,144.2433333333333333
alto piquiri,PR,1,432.50,432.5000000000000000
inaja,PE,2,432.33,216.1650000000000000
bandeirantes do tocantins,TO,2,432.20,216.1000000000000000
canhotinho,PE,2,430.49,215.2450000000000000
alvorada d'oeste,RO,1,430.10,430.1000000000000000
amelia rodrigues,BA,3,430.02,143.3400000000000000
governador portela,RJ,4,430.01,107.5025000000000000
xambioa,TO,3,429.76,143.2533333333333333
aratuba,CE,2,429.74,214.8700000000000000
carnaubais,RN,2,429.65,214.8250000000000000
irape,SP,2,429.30,214.6500000000000000
pongai,SP,4,429.05,107.2625000000000000
caiaponia,GO,4,428.97,107.2425000000000000
saudades,SC,4,428.95,107.2375000000000000
santa rita de minas,MG,3,428.77,142.9233333333333333
iacanga,SP,6,427.95,71.3250000000000000
estreito,MA,3,427.65,142.5500000000000000
serrolandia,BA,3,427.35,142.4500000000000000
itapura,SP,6,426.60,71.1000000000000000
laranjal do jari,AP,2,426.18,213.0900000000000000
aurora,SC,2,425.47,212.7350000000000000
oiapoque,AP,1,425.24,425.2400000000000000
sao domingos do prata,MG,4,424.99,106.2475000000000000
feliz deserto,AL,2,423.75,211.8750000000000000
florai,PR,2,422.95,211.4750000000000000
paraibano,MA,3,422.91,140.9700000000000000
maximiliano de almeida,RS,3,422.55,140.8500000000000000
montalvania,MG,3,422.43,140.8100000000000000
madre de deus de minas,MG,3,422.11,140.7033333333333333
apuiares,CE,2,421.56,210.7800000000000000
jari,RS,4,421.21,105.3025000000000000
ibitira,BA,1,421.03,421.0300000000000000
santa tereza do oeste,PR,3,420.59,140.1966666666666667
vicentinopolis,GO,2,420.55,210.2750000000000000
camocim de sao felix,PE,2,420.26,210.1300000000000000
taciba,SP,2,419.60,209.8000000000000000
amanari,CE,1,419.39,419.3900000000000000
bandeira,MG,3,419.21,139.7366666666666667
nova veneza,GO,4,419.00,104.7500000000000000
valentim gentil,SP,3,418.87,139.6233333333333333
claudia,MT,4,418.37,104.5925000000000000
mata,RS,1,418.35,418.3500000000000000
capela de santana,RS,2,417.53,208.7650000000000000
governador eugenio barros,MA,1,417.45,417.4500000000000000
caldeirao grande,BA,3,417.25,139.0833333333333333
agua limpa,GO,1,416.80,416.8000000000000000
florida paulista,SP,4,416.53,104.1325000000000000
mucurici,ES,1,415.66,415.6600000000000000
prudente de morais,MG,4,415.57,103.8925000000000000
ribeirao do sul,SP,3,415.45,138.4833333333333333
embauba,SP,1,414.81,414.8100000000000000
ascurra,SC,4,414.25,103.5625000000000000
abadia dos dourados,MG,3,413.50,137.8333333333333333
virgolandia,MG,2,413.44,206.7200000000000000
cafeara,PR,3,413.16,137.7200000000000000
campos verdes,GO,1,413.04,413.0400000000000000
pingo-d'agua,MG,1,413.02,413.0200000000000000
acari,RN,1,412.43,412.4300000000000000
monsenhor tabosa,CE,3,412.32,137.4400000000000000
conceicao das pedras,MG,4,412.05,103.0125000000000000
chapada do norte,MG,2,411.87,205.9350000000000000
tomazina,PR,3,411.31,137.1033333333333333
sertao,RS,3,410.35,136.7833333333333333
caibate,RS,2,410.32,205.1600000000000000
pendencias,RN,2,410.02,205.0100000000000000
colonia vitoria,PR,5,409.73,81.9460000000000000
sao felix de minas,MG,1,409.50,409.5000000000000000
jumirim,SP,3,408.24,136.0800000000000000
fazenda nova,GO,4,407.77,101.9425000000000000
palmeiras de goias,GO,3,407.33,135.7766666666666667
pains,MG,3,406.77,135.5900000000000000
serra do ramalho,BA,4,406.72,101.6800000000000000
sao francisco do guapore,RO,2,405.61,202.8050000000000000
pindorama,SP,2,405.52,202.7600000000000000
pien,PR,4,405.37,101.3425000000000000
quitandinha,PR,2,405.09,202.5450000000000000
goncalves,MG,3,405.07,135.0233333333333333
sucupira do norte,MA,2,404.20,202.1000000000000000
indiapora,SP,3,404.14,134.7133333333333333
urupa,RO,3,403.21,134.4033333333333333
sobradinho,RS,3,403.11,134.3700000000000000
ouvidor,GO,1,401.07,401.0700000000000000
capao do cipo,RS,3,400.98,133.6600000000000000
senador cortes,MG,1,400.66,400.6600000000000000
cambara do sul,RS,1,400.64,400.6400000000000000
itatim,BA,3,400.46,133.4866666666666667
piranga,MG,4,400.39,100.0975000000000000
santa margarida,MG,2,400.35,200.1750000000000000
guidoval,MG,2,400.11,200.0550000000000000
cumaru,PE,2,399.98,199.9900000000000000
itacarambi,MG,3,399.58,133.1933333333333333
pocoes,BA,2,399.20,199.6000000000000000
alvaro de carvalho,SP,2,399.00,199.5000000000000000
conceicao da barra,ES,3,398.59,132.8633333333333333
chorozinho,CE,1,398.42,398.4200000000000000
itapaci,GO,4,398.11,99.5275000000000000
porto calvo,AL,2,397.93,198.9650000000000000
sao goncalo do rio preto,MG,3,397.90,132.6333333333333333
palmeira d'oeste,SP,5,396.91,79.3820000000000000
ibipitanga,BA,2,396.72,198.3600000000000000
arenapolis,MT,2,396.46,198.2300000000000000
brasil novo,PA,3,396.10,132.0333333333333333
sao jorge do ivai,PR,1,395.96,395.9600000000000000
guaruja do sul,SC,4,395.63,98.9075000000000000
jambeiro,SP,4,395.04,98.7600000000000000
igaci,AL,2,395.00,197.5000000000000000
caldas do jorro,BA,1,394.52,394.5200000000000000
juruena,MT,3,394.38,131.4600000000000000
santa clara do sul,RS,2,394.12,197.0600000000000000
angulo,PR,3,394.06,131.3533333333333333
morpara,BA,2,393.73,196.8650000000000000
uniao,PI,1,393.32,393.3200000000000000
tapejara,PR,2,393.24,196.6200000000000000
frei martinho,PB,2,393.21,196.6050000000000000
taquaracu de minas,MG,2,392.66,196.3300000000000000
itaituba,PA,3,392.63,130.8766666666666667
joaquim tavora,PR,3,392.01,130.6700000000000000
lavinia,SP,4,390.41,97.6025000000000000
iconha,ES,5,390.13,78.0260000000000000
oroco,PE,3,389.46,129.8200000000000000
indiana,SP,3,389.33,129.7766666666666667
itaquirai,MS,2,388.72,194.3600000000000000
macedonia,SP,4,388.43,97.1075000000000000
serra azul de minas,MG,2,388.01,194.0050000000000000
itiuba,BA,4,387.50,96.8750000000000000
campinapolis,MT,3,387.09,129.0300000000000000
bequimao,MA,1,386.15,386.1500000000000000
itapeva,MG,5,386.10,77.2200000000000000
tibagi,PR,4,386.07,96.5175000000000000
anita garibaldi,SC,5,385.93,77.1860000000000000
camutanga,PE,3,385.34,128.4466666666666667
santa monica,PR,2,384.83,192.4150000000000000
anta,RJ,4,384.52,96.1300000000000000
campestre,MG,3,384.32,128.1066666666666667
jundiai do sul,PR,3,384.01,128.0033333333333333
barra do mendes,BA,3,383.28,127.7600000000000000
belem,PB,1,383.03,383.0300000000000000
tabuleiro,MG,2,382.78,191.3900000000000000
florestal,MG,3,382.47,127.4900000000000000
tejupa,SP,3,382.40,127.4666666666666667
serrania,MG,2,382.17,191.0850000000000000
tocos,RJ,2,381.47,190.7350000000000000
nova lacerda,MT,1,380.75,380.7500000000000000
tres barras,SC,5,380.56,76.1120000000000000
barra do turvo,SP,3,380.50,126.8333333333333333
volta grande,MG,4,379.96,94.9900000000000000
pereiro,CE,3,379.74,126.5800000000000000
marechal deodoro,AL,1,379.20,379.2000000000000000
paripueira,AL,1,379.20,379.2000000000000000
moncoes,SP,2,379.13,189.5650000000000000
sao jose da bela vista,SP,3,379.07,126.3566666666666667
urubici,SC,3,378.58,126.1933333333333333
santa terezinha de itaipu,PR,3,378.11,126.0366666666666667
ipumirim,SC,5,377.52,75.5040000000000000
canapi,AL,1,377.32,377.3200000000000000
ponto novo,BA,1,377.00,377.0000000000000000
monnerat,RJ,2,376.86,188.4300000000000000
sao vicente,RN,2,376.41,188.2050000000000000
inimutaba,MG,2,376.39,188.1950000000000000
itanhomi,MG,4,375.53,93.8825000000000000
coroaci,MG,2,374.99,187.4950000000000000
belo vale,MG,3,374.48,124.8266666666666667
tangara,SC,1,373.82,373.8200000000000000
santa mariana,PR,4,373.35,93.3375000000000000
lagoa do ouro,PE,2,373.35,186.6750000000000000
sao jose do hortencio,RS,2,373.23,186.6150000000000000
moju,PA,4,372.88,93.2200000000000000
monte carlo,SC,3,372.87,124.2900000000000000
vargem alta,ES,5,372.35,74.4700000000000000
nipoa,SP,2,372.35,186.1750000000000000
irani,SC,4,372.32,93.0800000000000000
hulha negra,RS,1,372.06,372.0600000000000000
ibimirim,PE,3,372.03,124.0100000000000000
itapetim,PE,2,371.99,185.9950000000000000
reserva,PR,3,371.55,123.8500000000000000
bento de abreu,SP,2,371.48,185.7400000000000000
sideropolis,SC,4,371.11,92.7775000000000000
olho d'agua das cunhas,MA,2,370.97,185.4850000000000000
itapissuma,PE,3,370.86,123.6200000000000000
carmo da cachoeira,MG,4,370.64,92.6600000000000000
deputado irapuan pinheiro,CE,3,370.01,123.3366666666666667
pedro afonso,TO,3,368.90,122.9666666666666667
nova esperanca do sul,RS,2,368.64,184.3200000000000000
iepe,SP,5,368.51,73.7020000000000000
ita,SC,3,368.03,122.6766666666666667
papagaios,MG,4,367.66,91.9150000000000000
coremas,PB,3,367.59,122.5300000000000000
boa vista das missoes,RS,1,367.56,367.5600000000000000
sao francisco do conde,BA,3,367.33,122.4433333333333333
glicerio,SP,2,366.88,183.4400000000000000
trombudo central,SC,5,366.21,73.2420000000000000
vargem grande do rio pardo,MG,1,365.98,365.9800000000000000
maria da fe,MG,3,365.65,121.8833333333333333
aiuruoca,MG,4,365.03,91.2575000000000000
pilao arcado,BA,4,364.68,91.1700000000000000
curiuva,PR,4,364.52,91.1300000000000000
cassia,MG,6,364.41,60.7350000000000000
sume,PB,3,364.39,121.4633333333333333
jucas,CE,1,363.96,363.9600000000000000
cordeiros,BA,1,363.64,363.6400000000000000
novo sao joaquim,MT,3,362.64,120.8800000000000000
santa cruz,PE,2,362.46,181.2300000000000000
aguas de sao pedro,SP,3,362.31,120.7700000000000000
montanhas,RN,1,361.07,361.0700000000000000
tupandi,RS,3,361.04,120.3466666666666667
humildes,BA,1,360.81,360.8100000000000000
ubaporanga,MG,3,360.71,120.2366666666666667
monte gordo,BA,2,360.43,180.2150000000000000
palmitinho,RS,5,359.99,71.9980000000000000
barra do tarrachil,BA,3,359.94,119.9800000000000000
ibicoara,BA,3,359.84,119.9466666666666667
caninde de sao francisco,SE,2,359.83,179.9150000000000000
ivate,PR,3,358.34,119.4466666666666667
araci,BA,3,358.24,119.4133333333333333
porteirinha,MG,5,358.05,71.6100000000000000
ribeiraozinho,MT,2,358.01,179.0050000000000000
bonito,PA,2,357.60,178.8000000000000000
anchieta,SC,3,357.53,119.1766666666666667
santa barbara d oeste,SP,5,357.47,71.4940000000000000
imigrante,RS,3,357.35,119.1166666666666667
buriti dos lopes,PI,2,356.82,178.4100000000000000
vereda,BA,2,356.65,178.3250000000000000
gaurama,RS,3,356.61,118.8700000000000000
gilbues,PI,1,356.51,356.5100000000000000
santa izabel do oeste,PR,2,356.35,178.1750000000000000
cedro,CE,1,356.11,356.1100000000000000
ouro verde,SP,3,356.04,118.6800000000000000
pirenopolis,GO,4,355.74,88.9350000000000000
curralinho,PA,1,355.29,355.2900000000000000
pardinho,SP,1,355.06,355.0600000000000000
dona euzebia,MG,2,354.94,177.4700000000000000
cariri do tocantins,TO,2,354.26,177.1300000000000000
formoso do araguaia,TO,4,354.12,88.5300000000000000
arapei,SP,2,353.71,176.8550000000000000
santana da vargem,MG,4,353.60,88.4000000000000000
ubata,BA,2,353.25,176.6250000000000000
verissimo,MG,3,353.01,117.6700000000000000
centro novo do maranhao,MA,1,352.81,352.8100000000000000
vigia,PA,3,352.65,117.5500000000000000
ribeirao vermelho,MG,2,352.53,176.2650000000000000
renascenca,PR,4,352.23,88.0575000000000000
pocinhos,PB,3,351.92,117.3066666666666667
santa ines,BA,3,351.77,117.2566666666666667
sao luis do quitunde,AL,2,351.55,175.7750000000000000
jequia da praia,AL,2,351.24,175.6200000000000000
sao jose do rio claro,MT,2,351.05,175.5250000000000000
ceara-mirim,RN,2,351.02,175.5100000000000000
atalanta,SC,1,351.00,351.0000000000000000
joaquim nabuco,PE,4,350.45,87.6125000000000000
jose de freitas,PI,3,350.42,116.8066666666666667
itaporanga,PB,2,349.92,174.9600000000000000
pedra,PE,3,349.79,116.5966666666666667
mariluz,PR,2,349.65,174.8250000000000000
porto franco,MA,2,349.14,174.5700000000000000
pantano grande,RS,3,348.93,116.3100000000000000
constantina,RS,1,348.77,348.7700000000000000
cabeceira grande,MG,3,348.75,116.2500000000000000
cruzalia,SP,3,348.25,116.0833333333333333
piracuruca,PI,2,347.44,173.7200000000000000
santo antonio do jardim,SP,5,347.13,69.4260000000000000
botupora,BA,1,346.51,346.5100000000000000
americano do brasil,GO,3,346.29,115.4300000000000000
olho d'agua das flores,AL,3,346.07,115.3566666666666667
maranguape,CE,3,345.53,115.1766666666666667
vieiras,MG,1,345.15,345.1500000000000000
carneirinho,MG,3,345.03,115.0100000000000000
nova itaberaba,SC,2,344.77,172.3850000000000000
inubia paulista,SP,3,344.70,114.9000000000000000
princesa isabel,PB,1,344.62,344.6200000000000000
coluna,MG,3,344.56,114.8533333333333333
rancho queimado,SC,2,343.99,171.9950000000000000
pedrao,BA,1,343.71,343.7100000000000000
tunapolis,SC,1,343.68,343.6800000000000000
sao joao do triunfo,PR,3,343.40,114.4666666666666667
miranda,MS,4,343.16,85.7900000000000000
benevides,PA,2,343.03,171.5150000000000000
mari,PB,3,342.80,114.2666666666666667
itapagipe,MG,5,341.50,68.3000000000000000
quatigua,PR,5,341.35,68.2700000000000000
campestre do maranhao,MA,2,340.95,170.4750000000000000
nossa senhora de caravaggio,SC,2,340.34,170.1700000000000000
alto bela vista,SC,1,340.20,340.2000000000000000
mundo novo,GO,2,340.15,170.0750000000000000
dona francisca,RS,2,340.15,170.0750000000000000
alto garcas,MT,2,340.06,170.0300000000000000
viseu,PA,1,340.02,340.0200000000000000
oscar bressane,SP,3,339.93,113.3100000000000000
arealva,SP,4,339.88,84.9700000000000000
alagoinha,PB,2,339.52,169.7600000000000000
congonhinhas,PR,2,338.86,169.4300000000000000
candeias do jamari,RO,1,338.74,338.7400000000000000
santa teresinha,BA,2,338.10,169.0500000000000000
planalto,RS,3,337.81,112.6033333333333333
sete barras,SP,5,337.31,67.4620000000000000
rio negro,MS,1,336.89,336.8900000000000000
sao pedro da agua branca,MA,1,336.56,336.5600000000000000
igaratinga,MG,1,336.38,336.3800000000000000
vera,MT,3,336.24,112.0800000000000000
agua doce,SC,1,336.05,336.0500000000000000
buritis,RO,2,335.58,167.7900000000000000
vila rica,MT,3,335.36,111.7866666666666667
jardim,MS,3,334.97,111.6566666666666667
colorado do oeste,RO,3,334.64,111.5466666666666667
maurilandia,GO,4,334.51,83.6275000000000000
urai,PR,3,334.39,111.4633333333333333
antonio prado de minas,MG,3,334.21,111.4033333333333333
recreio,MG,3,334.19,111.3966666666666667
santaluz,BA,3,333.97,111.3233333333333333
divinesia,MG,1,333.51,333.5100000000000000
tomar do geru,SE,2,333.47,166.7350000000000000
sao jose do cerrito,SC,3,333.34,111.1133333333333333
wanderley,BA,2,333.11,166.5550000000000000
sao sebastiao do rio verde,MG,1,332.58,332.5800000000000000
rio bananal,ES,4,332.32,83.0800000000000000
abaiara,CE,2,332.15,166.0750000000000000
potengi,CE,2,331.95,165.9750000000000000
nova alvorada,RS,3,331.88,110.6266666666666667
inacio martins,PR,5,331.28,66.2560000000000000
riacho dos machados,MG,3,331.25,110.4166666666666667
maracana,SC,2,331.25,165.6250000000000000
nova monte verde,MT,3,330.93,110.3100000000000000
ibiraja,BA,2,330.14,165.0700000000000000
balneario gaivota,SC,3,329.12,109.7066666666666667
major vieira,SC,3,329.03,109.6766666666666667
bernardino de campos,SP,4,328.87,82.2175000000000000
arvorezinha,RS,4,328.79,82.1975000000000000
setubinha,MG,3,328.77,109.5900000000000000
indianopolis,PR,4,328.55,82.1375000000000000
saudade do iguacu,PR,4,328.37,82.0925000000000000
serra de sao bento,RN,2,328.15,164.0750000000000000
vista alegre do alto,SP,3,327.67,109.2233333333333333
alto rio novo,ES,2,327.23,163.6150000000000000
nova fatima,PR,4,326.79,81.6975000000000000
itambaraca,PR,2,326.27,163.1350000000000000
presidente tancredo neves,BA,4,325.58,81.3950000000000000
vicencia,PE,2,325.48,162.7400000000000000
nova soure,BA,3,325.43,108.4766666666666667
itamari,BA,3,324.99,108.3300000000000000
restinga seca,RS,3,324.33,108.1100000000000000
monteiro lobato,SP,1,324.01,324.0100000000000000
magalhaes de almeida,MA,1,323.52,323.5200000000000000
araripe,CE,2,323.37,161.6850000000000000
mirandiba,PE,3,323.16,107.7200000000000000
rechan,SP,2,322.37,161.1850000000000000
bom jesus da serra,BA,2,322.29,161.1450000000000000
motuca,SP,3,322.25,107.4166666666666667
ibiara,PB,1,321.98,321.9800000000000000
chapadao do lageado,SC,1,321.90,321.9000000000000000
novo oriente,CE,3,321.40,107.1333333333333333
jeronimo monteiro,ES,2,321.11,160.5550000000000000
ibiaca,RS,2,320.87,160.4350000000000000
ocaucu,SP,5,320.77,64.1540000000000000
guariroba,SP,2,320.56,160.2800000000000000
piacabucu,AL,2,320.40,160.2000000000000000
sao paulo do potengi,RN,2,319.78,159.8900000000000000
novo alegre,TO,1,319.09,319.0900000000000000
arroio do tigre,RS,2,319.00,159.5000000000000000
aguas frias,SC,1,318.98,318.9800000000000000
porto rico,PR,1,318.92,318.9200000000000000
rondon,PR,2,318.86,159.4300000000000000
rancho alegre,PR,2,318.71,159.3550000000000000
placas,PA,2,318.58,159.2900000000000000
pocao,PE,1,318.53,318.5300000000000000
junco do serido,PB,2,318.42,159.2100000000000000
sao joao do oriente,MG,2,318.11,159.0550000000000000
delfinopolis,MG,3,318.02,106.0066666666666667
canitar,SP,2,317.92,158.9600000000000000
medeiros,MG,2,317.70,158.8500000000000000
flores,PE,1,317.51,317.5100000000000000
candido mendes,MA,1,316.58,316.5800000000000000
cajari,MA,1,316.30,316.3000000000000000
laranjal,MG,1,316.30,316.3000000000000000
sangao,SC,3,316.25,105.4166666666666667
janiopolis,PR,3,316.22,105.4066666666666667
pau brasil,BA,1,315.92,315.9200000000000000
igreja nova,AL,2,315.91,157.9550000000000000
agua branca,PB,2,315.59,157.7950000000000000
umbauba,SE,3,315.39,105.1300000000000000
salto do ceu,MT,4,315.24,78.8100000000000000
luisburgo,MG,2,314.57,157.2850000000000000
cantagalo,MG,2,314.40,157.2000000000000000
sao vicente ferrer,MA,1,314.37,314.3700000000000000
dom vicoso,MG,2,313.80,156.9000000000000000
santa luzia,MA,2,313.52,156.7600000000000000
perola,PR,2,313.31,156.6550000000000000
campanario,MG,2,313.29,156.6450000000000000
icarai de minas,MG,2,313.03,156.5150000000000000
areia branca,RN,3,312.99,104.3300000000000000
sao pedro de alcantara,SC,2,312.91,156.4550000000000000
divinolandia de minas,MG,5,312.82,62.5640000000000000
borrazopolis,PR,2,312.23,156.1150000000000000
sao jose dos quatro marcos,MT,2,312.23,156.1150000000000000
doverlandia,GO,2,311.87,155.9350000000000000
buenos aires,PE,2,311.83,155.9150000000000000
mirinzal,MA,3,311.65,103.8833333333333333
formigueiro,RS,2,311.27,155.6350000000000000
romaria,MG,2,310.46,155.2300000000000000
ouro,SC,1,310.25,310.2500000000000000
paranhos,MS,1,309.99,309.9900000000000000
quixabeira,BA,3,309.42,103.1400000000000000
campo do meio,MG,4,309.08,77.2700000000000000
nova cantu,PR,3,309.01,103.0033333333333333
carvalhopolis,MG,3,308.84,102.9466666666666667
ivinhema,MS,3,308.82,102.9400000000000000
iracema,CE,2,308.77,154.3850000000000000
alterosa,MG,3,308.64,102.8800000000000000
bonfim,MG,4,308.55,77.1375000000000000
batalha,AL,3,308.10,102.7000000000000000
diamante d'oeste,PR,1,307.69,307.6900000000000000
pirauba,MG,3,307.69,102.5633333333333333
lencois,BA,1,307.68,307.6800000000000000
sao jose do campestre,RN,1,307.46,307.4600000000000000
altamira do parana,PR,2,307.11,153.5550000000000000
ipaumirim,CE,1,307.11,307.1100000000000000
nova erechim,SC,3,306.78,102.2600000000000000
coracao de maria,BA,1,306.06,306.0600000000000000
pirambu,SE,1,305.77,305.7700000000000000
serranopolis do iguacu,PR,2,305.73,152.8650000000000000
sao joao de pirabas,PA,2,305.33,152.6650000000000000
cortes,PE,2,305.32,152.6600000000000000
araponga,MG,2,305.13,152.5650000000000000
santa helena de minas,MG,2,303.63,151.8150000000000000
sapeacu,BA,2,303.47,151.7350000000000000
taboquinhas,BA,1,303.27,303.2700000000000000
