"customer_city","customer_state","customer_count","total_revenue","avg_revenue_per_customer"
limeira,SP,190,27236.59,143.3504736842105263
santana de parnaiba,SP,185,26814.80,144.9448648648648649
ipatinga,MG,171,26176.78,153.0805847953216374
manaus,AM,140,25913.57,185.0969285714285714
franca,SP,161,25896.09,160.8452795031055901
jaboatao dos guararapes,PE,135,25672.86,190.1693333333333333
valinhos,SP,183,25660.62,140.2219672131147541
sumare,SP,183,25162.78,137.5015300546448087
sao jose,SC,169,24581.31,145.4515384615384615
governador valadares,MG,141,24444.19,173.3630496453900709
pouso alegre,MG,131,24195.41,184.6977862595419847
atibaia,SP,159,24181.10,152.0823899371069182
rio das ostras,RJ,137,23941.41,174.7548175182481752
sao vicente,SP,163,23743.40,145.6650306748466258
embu das artes,SP,165,23321.16,141.3403636363636364
barra mansa,RJ,123,23302.02,189.4473170731707317
nova lima,MG,98,23287.83,237.6309183673469388
rio claro,SP,154,23269.60,151.1012987012987013
araraquara,SP,155,23223.69,149.8302580645161290
novo hamburgo,RS,123,23086.84,187.6978861788617886
braganca paulista,SP,146,22916.41,156.9617123287671233
campina grande,PB,68,22783.29,335.0483823529411765
ponta grossa,PR,143,22282.28,155.8201398601398601
sao joao de meriti,RJ,134,22184.56,165.5564179104477612
itajai,SC,120,22135.56,184.4630000000000000
itaquaquecetuba,SP,172,22052.57,128.2126162790697674
palmas,TO,91,21921.28,240.8931868131868132
gravatai,RS,112,21719.36,193.9228571428571429
jacarei,SP,194,21660.84,111.6538144329896907
angra dos reis,RJ,85,21654.73,254.7615294117647059
ananindeua,PA,88,21236.85,241.3278409090909091
itapevi,SP,170,21190.41,124.6494705882352941
cariacica,ES,139,20750.88,149.2869064748201439
sete lagoas,MG,128,20704.50,161.7539062500000000
teresopolis,RJ,120,20358.31,169.6525833333333333
pocos de caldas,MG,122,20316.20,166.5262295081967213
cabo frio,RJ,117,20223.76,172.8526495726495726
anapolis,GO,113,20165.89,178.4592035398230088
vitoria da conquista,BA,92,19921.40,216.5369565217391304
aracatuba,SP,141,19704.66,139.7493617021276596
rio grande,RS,125,19578.41,156.6272800000000000
balneario camboriu,SC,100,19408.89,194.0889000000000000
patos de minas,MG,100,19349.55,193.4955000000000000
cachoeiro de itapemirim,ES,122,19231.25,157.6331967213114754
araruama,RJ,77,19196.05,249.2993506493506494
botucatu,SP,101,19053.07,188.6442574257425743
paulinia,SP,130,18892.76,145.3289230769230769
marica,RJ,139,18870.87,135.7616546762589928
mage,RJ,111,18762.55,169.0319819819819820
hortolandia,SP,145,18748.57,129.3004827586206897
vicosa,MG,89,18649.71,209.5473033707865169
passo fundo,RS,113,18163.87,160.7422123893805310
sao jose dos pinhais,PR,133,17946.24,134.9341353383458647
criciuma,SC,93,17934.61,192.8452688172043011
chapeco,SC,103,17750.73,172.3371844660194175
ferraz de vasconcelos,SP,111,17635.78,158.8809009009009009
guaratingueta,SP,98,17042.43,173.9023469387755102
aparecida de goiania,GO,110,16992.24,154.4749090909090909
petrolina,PE,65,16959.22,260.9110769230769231
rio branco,AC,70,16928.47,241.8352857142857143
birigui,SP,79,16694.84,211.3270886075949367
belford roxo,RJ,111,16556.00,149.1531531531531532
ourinhos,SP,80,16507.83,206.3478750000000000
itajuba,MG,94,16505.20,175.5872340425531915
resende,RJ,117,16496.72,140.9976068376068376
varginha,MG,89,16340.99,183.6066292134831461
nilopolis,RJ,107,16117.68,150.6325233644859813
itu,SP,136,16113.28,118.4800000000000000
caraguatatuba,SP,89,15757.32,177.0485393258426966
olinda,PE,93,15650.04,168.2800000000000000
jaragua do sul,SC,89,15357.91,172.5607865168539326
caieiras,SP,102,15343.87,150.4300980392156863
araxa,MG,78,15309.24,196.2723076923076923
lavras,MG,83,15307.96,184.4332530120481928
ribeirao das neves,MG,101,15213.43,150.6280198019801980
araras,SP,94,15187.25,161.5664893617021277
santa barbara d'oeste,SP,119,15047.49,126.4494957983193277
pindamonhangaba,SP,101,14840.34,146.9340594059405941
porto seguro,BA,41,14411.11,351.4904878048780488
linhares,ES,65,14326.80,220.4123076923076923
barbacena,MG,80,14321.70,179.0212500000000000
mogi-guacu,SP,93,14240.38,153.1223655913978495
itapetininga,SP,78,14209.93,182.1785897435897436
rondonopolis,MT,65,14105.62,217.0095384615384615
sobral,CE,36,13908.71,386.3530555555555556
foz do iguacu,PR,87,13902.67,159.8008045977011494
santa luzia,MG,93,13841.61,148.8345161290322581
assis,SP,84,13819.31,164.5155952380952381
macapa,AP,54,13666.03,253.0746296296296296
sao joao da boa vista,SP,82,13661.66,166.6056097560975610
lages,SC,84,13640.75,162.3898809523809524
itatiba,SP,97,13634.02,140.5569072164948454
palhoca,SC,95,13625.31,143.4243157894736842
sao leopoldo,RS,105,13331.05,126.9623809523809524
amparo,SP,67,13140.74,196.1304477611940299
tatui,SP,75,12968.59,172.9145333333333333
barreiras,BA,52,12952.73,249.0909615384615385
varzea paulista,SP,80,12789.56,159.8695000000000000
itabira,MG,79,12748.30,161.3708860759493671
muriae,MG,64,12616.09,197.1264062500000000
caruaru,PE,64,12579.23,196.5504687500000000
itanhaem,SP,80,12374.08,154.6760000000000000
votorantim,SP,85,12245.15,144.0605882352941176
cajamar,SP,101,12224.92,121.0388118811881188
salto,SP,95,12211.08,128.5376842105263158
tubarao,SC,60,12130.98,202.1830000000000000
araguari,MG,54,12048.94,223.1285185185185185
guarapari,ES,67,12021.14,179.4200000000000000
rio verde,GO,66,12000.38,181.8239393939393939
santa cruz do sul,RS,62,11974.65,193.1395161290322581
franco da rocha,SP,109,11893.33,109.1131192660550459
ribeirao pires,SP,109,11817.39,108.4164220183486239
cacapava,SP,74,11737.66,158.6170270270270270
toledo,PR,71,11736.79,165.3069014084507042
gaspar,SC,30,11633.61,387.7870000000000000
bage,RS,65,11599.13,178.4481538461538462
vinhedo,SP,95,11566.13,121.7487368421052632
catanduva,SP,75,11430.29,152.4038666666666667
jatai,GO,54,11337.93,209.9616666666666667
lauro de freitas,BA,75,11278.61,150.3814666666666667
caratinga,MG,62,11211.45,180.8298387096774194
conselheiro lafaiete,MG,84,11192.38,133.2426190476190476
sao roque,SP,79,11018.29,139.4720253164556962
ilheus,BA,72,11018.06,153.0286111111111111
jau,SP,74,10993.16,148.5562162162162162
cachoeirinha,RS,72,10975.34,152.4352777777777778
francisco morato,SP,100,10971.21,109.7121000000000000
mesquita,RJ,75,10927.32,145.6976000000000000
barretos,SP,73,10860.64,148.7758904109589041
paranagua,PR,60,10854.44,180.9073333333333333
poa,SP,85,10803.79,127.1034117647058824
bertioga,SP,49,10651.04,217.3681632653061224
dourados,MS,64,10612.85,165.8257812500000000
pato branco,PR,53,10599.58,199.9920754716981132
itabuna,BA,62,10426.60,168.1709677419354839
lins,SP,55,10402.96,189.1447272727272727
guarapuava,PR,65,10373.88,159.5981538461538462
mairipora,SP,75,10363.16,138.1754666666666667
pinhais,PR,69,10312.06,149.4501449275362319
ubatuba,SP,76,10303.16,135.5678947368421053
sao sebastiao,SP,60,10256.34,170.9390000000000000
itapecerica da serra,SP,98,10245.85,104.5494897959183673
paracatu,MG,63,10182.22,161.6225396825396825
mogi mirim,SP,76,10178.05,133.9217105263157895
manhuacu,MG,65,10156.88,156.2596923076923077
arapiraca,AL,29,10150.03,350.0010344827586207
jaguariuna,SP,62,9911.97,159.8704838709677419
boa vista,RR,45,9892.93,219.8428888888888889
sao joao del rei,MG,67,9889.99,147.6117910447761194
pirassununga,SP,69,9868.55,143.0224637681159420
araguaina,TO,41,9848.63,240.2104878048780488
avare,SP,64,9783.63,152.8692187500000000
votuporanga,SP,63,9760.03,154.9211111111111111
brusque,SC,60,9731.21,162.1868333333333333
jandira,SP,85,9728.98,114.4585882352941176
lagoa santa,MG,59,9721.16,164.7654237288135593
videira,SC,47,9611.89,204.5082978723404255
teofilo otoni,MG,75,9586.61,127.8214666666666667
luis eduardo magalhaes,BA,36,9538.69,264.9636111111111111
lorena,SP,83,9471.61,114.1157831325301205
lajeado,RS,50,9440.38,188.8076000000000000
parnamirim,RN,59,9414.48,159.5674576271186441
colombo,PR,62,9309.22,150.1487096774193548
itauna,MG,57,9239.65,162.0991228070175439
leme,SP,50,9157.01,183.1402000000000000
timoteo,MG,54,9148.99,169.4257407407407407
imperatriz,MA,40,9144.78,228.6195000000000000
nova serrana,MG,51,9143.59,179.2860784313725490
juazeiro,BA,44,8973.25,203.9375000000000000
apucarana,PR,52,8810.90,169.4403846153846154
camacari,BA,61,8799.87,144.2601639344262295
boituva,SP,50,8749.52,174.9904000000000000
aruja,SP,69,8722.18,126.4084057971014493
itapira,SP,55,8671.44,157.6625454545454545
francisco beltrao,PR,52,8639.10,166.1365384615384615
paranavai,PR,47,8625.30,183.5170212765957447
juazeiro do norte,CE,34,8586.07,252.5314705882352941
campo mourao,PR,56,8579.69,153.2087500000000000
sinop,MT,46,8555.82,185.9960869565217391
colatina,ES,65,8552.71,131.5801538461538462
tres lagoas,MS,42,8547.88,203.5209523809523810
ibirite,MG,50,8536.72,170.7344000000000000
bento goncalves,RS,56,8481.21,151.4501785714285714
matao,SP,52,8449.77,162.4955769230769231
itaborai,RJ,60,8432.21,140.5368333333333333
ouro preto,MG,57,8429.14,147.8796491228070175
fernandopolis,SP,53,8409.22,158.6645283018867925
ponte nova,MG,41,8306.49,202.5973170731707317
joao monlevade,MG,51,8264.99,162.0586274509803922
viamao,RS,73,8210.92,112.4783561643835616
vespasiano,MG,45,8180.67,181.7926666666666667
cubatao,SP,79,8171.42,103.4356962025316456
patrocinio,MG,47,8168.94,173.8072340425531915
varzea grande,MT,41,8163.10,199.1000000000000000
tres rios,RJ,40,8153.95,203.8487500000000000
itaperuna,RJ,47,8081.54,171.9476595744680851
unai,MG,54,8064.51,149.3427777777777778
sertaozinho,SP,62,8003.77,129.0930645161290323
para de minas,MG,37,7994.59,216.0700000000000000
registro,SP,50,7979.69,159.5938000000000000
paulo afonso,BA,40,7976.52,199.4130000000000000
eunapolis,BA,38,7916.78,208.3363157894736842
erechim,RS,58,7883.78,135.9272413793103448
jaboticabal,SP,54,7874.53,145.8246296296296296
peruibe,SP,44,7865.63,178.7643181818181818
pirapora,MG,42,7842.16,186.7180952380952381
lencois paulista,SP,45,7820.70,173.7933333333333333
sao mateus,ES,48,7785.35,162.1947916666666667
jacobina,BA,24,7766.10,323.5875000000000000
cosmopolis,SP,52,7751.95,149.0759615384615385
uba,MG,53,7733.99,145.9243396226415094
arapongas,PR,35,7663.43,218.9551428571428571
andradina,SP,43,7653.47,177.9876744186046512
